File Header:	
File Path:	Z:\Data\Zebrafish Misgeld Wehne 2013\05.02.14 mitoPAGFP + mitoTAGRFP + Heartcheck\Fish5\trajectory5.txt
Date:	5/2/2014
Time:	4:33 PM
Orbit_Time_[ms]:	5
Orbit Radius [V]: 	0.0150
Tracking_Treshold_[Hz]:	   5000
Delay_Orbits: 	  1
Number of Particles:	1
Long_Range:	1
Long Range_Treshold_[V]:	0.5882
Data:	
|X Pos [V]|	|Y Pos [V]|	|Z Pos [V]|	|Step #|	|Calc Time [ms]|	|Int 1 [Hz]|	|Int 2 [Hz]|	|Camera Frame|	|Tracking Active|	|Long Range X|	|Long Range Y|
-0.29299	-0.27849	-0.00562	1.00000	949.00000	377400.00000	284600.00000	1.00000	1.00000	0.00000	0.00000
-0.29496	-0.27663	-0.01208	2.00000	969.00000	346600.00000	249400.00000	1.00000	1.00000	0.00000	0.00000
-0.29684	-0.27467	-0.01721	3.00000	932.00000	334600.00000	258200.00000	1.00000	1.00000	0.00000	0.00000
-0.29867	-0.27257	-0.02271	4.00000	946.00000	323400.00000	245400.00000	1.00000	1.00000	0.00000	0.00000
-0.30050	-0.27047	-0.02832	5.00000	945.00000	323000.00000	243400.00000	1.00000	1.00000	0.00000	0.00000
-0.30224	-0.26839	-0.03625	6.00000	934.00000	325400.00000	218400.00000	1.00000	1.00000	0.00000	0.00000
-0.30397	-0.26640	-0.04187	7.00000	989.00000	328200.00000	247000.00000	1.00000	1.00000	0.00000	0.00000
-0.30584	-0.26423	-0.04932	8.00000	958.00000	319000.00000	219200.00000	1.00000	1.00000	0.00000	0.00000
-0.30754	-0.26222	-0.05627	9.00000	939.00000	327400.00000	230600.00000	1.00000	1.00000	0.00000	0.00000
-0.30926	-0.26022	-0.06384	10.00000	933.00000	327400.00000	223200.00000	1.00000	1.00000	0.00000	0.00000
-0.31099	-0.25803	-0.06946	11.00000	943.00000	306400.00000	230600.00000	1.00000	1.00000	0.00000	0.00000
-0.31275	-0.25606	-0.07629	12.00000	932.00000	314400.00000	222800.00000	1.00000	1.00000	0.00000	0.00000
-0.31440	-0.25382	-0.08447	13.00000	932.00000	312400.00000	207200.00000	1.00000	1.00000	0.00000	0.00000
-0.31619	-0.25168	-0.09058	14.00000	929.00000	303800.00000	222800.00000	1.00000	1.00000	0.00000	0.00000
-0.31789	-0.24976	-0.09766	15.00000	1101.00000	312200.00000	218800.00000	1.00000	1.00000	0.00000	0.00000
-0.31938	-0.24776	-0.10583	16.00000	986.00000	316600.00000	209800.00000	1.00000	1.00000	0.00000	0.00000
-0.32017	-0.24680	-0.11255	17.00000	933.00000	273400.00000	195200.00000	1.00000	1.00000	0.00000	0.00000
-0.31697	-0.24637	-0.11377	18.00000	946.00000	286400.00000	269400.00000	1.00000	1.00000	0.00000	0.00000
-0.31339	-0.24745	-0.10217	19.00000	3266.00000	95200.00000	169600.00000	1.00000	1.00000	0.00000	0.00000
-0.31128	-0.24770	-0.08862	20.00000	5760.00000	163400.00000	320000.00000	1.00000	1.00000	0.00000	0.00000
-0.30953	-0.24789	-0.07458	21.00000	5777.00000	188800.00000	380600.00000	1.00000	1.00000	0.00000	0.00000
-0.30757	-0.24812	-0.06226	22.00000	5775.00000	212800.00000	393800.00000	1.00000	1.00000	0.00000	0.00000
-0.30561	-0.24843	-0.05322	23.00000	5747.00000	262800.00000	411000.00000	1.00000	1.00000	0.00000	0.00000
-0.30381	-0.24875	-0.04614	24.00000	5757.00000	310000.00000	439000.00000	2.00000	1.00000	0.00000	0.00000
-0.30208	-0.24908	-0.04065	25.00000	5752.00000	349200.00000	458600.00000	2.00000	1.00000	0.00000	0.00000
-0.30055	-0.24925	-0.03735	26.00000	5746.00000	394600.00000	463400.00000	2.00000	1.00000	0.00000	0.00000
-0.29940	-0.24948	-0.03491	27.00000	5763.00000	401400.00000	452600.00000	2.00000	1.00000	0.00000	0.00000
-0.29853	-0.24962	-0.03491	28.00000	5744.00000	450200.00000	449000.00000	2.00000	1.00000	0.00000	0.00000
-0.29788	-0.24972	-0.03467	29.00000	5740.00000	439400.00000	443600.00000	2.00000	1.00000	0.00000	0.00000
-0.29742	-0.24995	-0.03418	30.00000	5765.00000	443400.00000	454200.00000	2.00000	1.00000	0.00000	0.00000
-0.29708	-0.25009	-0.03430	31.00000	5916.00000	482600.00000	478600.00000	2.00000	1.00000	0.00000	0.00000
-0.29692	-0.25034	-0.03320	32.00000	6021.00000	455600.00000	478600.00000	2.00000	1.00000	0.00000	0.00000
-0.29678	-0.25038	-0.03357	33.00000	6226.00000	444000.00000	435200.00000	2.00000	1.00000	0.00000	0.00000
-0.29668	-0.25058	-0.03430	34.00000	5782.00000	476400.00000	457600.00000	2.00000	1.00000	0.00000	0.00000
-0.29666	-0.25080	-0.03369	35.00000	5753.00000	448800.00000	460000.00000	2.00000	1.00000	0.00000	0.00000
-0.29656	-0.25099	-0.03394	36.00000	5772.00000	435200.00000	429400.00000	2.00000	1.00000	0.00000	0.00000
-0.29654	-0.25121	-0.03308	37.00000	5756.00000	457600.00000	477200.00000	2.00000	1.00000	0.00000	0.00000
-0.29660	-0.25142	-0.03247	38.00000	5763.00000	435000.00000	448400.00000	2.00000	1.00000	0.00000	0.00000
-0.29670	-0.25153	-0.03308	39.00000	5792.00000	450800.00000	436400.00000	2.00000	1.00000	0.00000	0.00000
-0.29673	-0.25167	-0.03296	40.00000	5753.00000	435200.00000	437800.00000	2.00000	1.00000	0.00000	0.00000
-0.29657	-0.25182	-0.03333	41.00000	5751.00000	464800.00000	453600.00000	2.00000	1.00000	0.00000	0.00000
-0.29642	-0.25198	-0.03369	42.00000	5746.00000	435800.00000	427200.00000	2.00000	1.00000	0.00000	0.00000
-0.29644	-0.25213	-0.03308	43.00000	5754.00000	438400.00000	450200.00000	2.00000	1.00000	0.00000	0.00000
-0.29624	-0.25222	-0.03259	44.00000	5781.00000	426600.00000	435400.00000	2.00000	1.00000	0.00000	0.00000
-0.29612	-0.25230	-0.03210	45.00000	5757.00000	450200.00000	459400.00000	2.00000	1.00000	0.00000	0.00000
-0.29602	-0.25250	-0.03259	46.00000	5783.00000	456800.00000	443600.00000	2.00000	1.00000	0.00000	0.00000
-0.29583	-0.25272	-0.03271	47.00000	5758.00000	423400.00000	418400.00000	2.00000	1.00000	0.00000	0.00000
-0.29567	-0.25287	-0.03235	48.00000	5749.00000	439600.00000	446800.00000	2.00000	1.00000	0.00000	0.00000
-0.29560	-0.25300	-0.03320	49.00000	5748.00000	449800.00000	430600.00000	2.00000	1.00000	0.00000	0.00000
