File Header:	
File Path:	Z:\Data\Zebrafish Misgeld Wehne 2013\03.27.14 mitoPAGFP + mitoTAGRFP\Fish4\trajectory2.txt
Date:	3/27/2014
Time:	6:01 PM
Orbit_Time_[ms]:	5
Orbit Radius [V]: 	0.0150
Tracking_Treshold_[Hz]:	   5000
Delay_Orbits: 	  1
Number of Particles:	1
Long_Range:	1
Long Range_Treshold_[V]:	0.5882
Data:	
|X Pos [V]|	|Y Pos [V]|	|Z Pos [V]|	|Step #|	|Calc Time [ms]|	|Int 1 [Hz]|	|Int 2 [Hz]|	|Camera Frame|	|Tracking Active|	|Long Range X|	|Long Range Y|
0.35842	0.00000	-0.00452	1.00000	1030.00000	9800.00000	7800.00000	1.00000	1.00000	0.00000	-10.00000
0.35765	-0.00026	-0.01721	2.00000	944.00000	6800.00000	3600.00000	1.00000	1.00000	0.00000	0.00000
0.35789	-0.00008	-0.01721	3.00000	627.00000	5200.00000	4200.00000	1.00000	0.00000	0.00000	0.00000
0.35636	-0.00122	-0.02551	4.00000	989.00000	8200.00000	5400.00000	1.00000	1.00000	0.00000	0.00000
0.35482	-0.00126	-0.02466	5.00000	941.00000	5200.00000	5400.00000	1.00000	1.00000	0.00000	0.00000
0.35365	-0.00124	-0.03748	6.00000	933.00000	8000.00000	4200.00000	1.00000	1.00000	0.00000	0.00000
0.35390	-0.00106	-0.03748	7.00000	668.00000	4800.00000	4000.00000	1.00000	0.00000	0.00000	0.00000
0.35294	-0.00103	-0.04517	8.00000	945.00000	6200.00000	4200.00000	1.00000	1.00000	0.00000	0.00000
0.35319	-0.00085	-0.04517	9.00000	650.00000	5000.00000	4200.00000	1.00000	0.00000	0.00000	0.00000
0.35166	-0.00102	-0.05457	10.00000	958.00000	7400.00000	4600.00000	1.00000	1.00000	0.00000	0.00000
0.35063	-0.00140	-0.06653	11.00000	983.00000	10200.00000	5600.00000	1.00000	1.00000	0.00000	0.00000
0.34929	-0.00217	-0.07666	12.00000	989.00000	8000.00000	4800.00000	1.00000	1.00000	0.00000	0.00000
0.34820	-0.00202	-0.07739	13.00000	929.00000	5400.00000	5200.00000	1.00000	1.00000	0.00000	0.00000
0.34736	-0.00143	-0.08044	14.00000	937.00000	7000.00000	6000.00000	1.00000	1.00000	0.00000	0.00000
0.34621	-0.00209	-0.09119	15.00000	933.00000	8600.00000	5000.00000	1.00000	1.00000	0.00000	0.00000
0.34646	-0.00191	-0.09119	16.00000	660.00000	4000.00000	4200.00000	1.00000	0.00000	0.00000	0.00000
0.34642	-0.00140	-0.09961	17.00000	954.00000	6400.00000	4200.00000	1.00000	1.00000	0.00000	0.00000
0.34496	-0.00139	-0.09717	18.00000	950.00000	7800.00000	8800.00000	1.00000	1.00000	0.00000	0.00000
0.34457	-0.00210	-0.09717	19.00000	4059.00000	5800.00000	5800.00000	1.00000	1.00000	0.00000	0.00000
0.34327	-0.00623	-0.08728	20.00000	5764.00000	29400.00000	48000.00000	2.00000	1.00000	0.00000	0.00000
0.34260	-0.00653	-0.08350	21.00000	5777.00000	330400.00000	398400.00000	2.00000	1.00000	0.00000	0.00000
0.34383	-0.00605	-0.07458	22.00000	5768.00000	25400.00000	39600.00000	2.00000	1.00000	0.00000	0.00000
0.34655	-0.00307	-0.06714	23.00000	5761.00000	60200.00000	87000.00000	2.00000	1.00000	0.00000	0.00000
0.34939	-0.00170	-0.06396	24.00000	5780.00000	59800.00000	69800.00000	2.00000	1.00000	0.00000	0.00000
0.35178	-0.00134	-0.05542	25.00000	5750.00000	34600.00000	53000.00000	2.00000	1.00000	0.00000	0.00000
