File Header:	
File Path:	Z:\Data\Zebrafish Misgeld Wehne 2013\03.07.14 mitoPAGFP + mitoTAGRFP\Fish 1\trajectory1.txt
Date:	3/7/2014
Time:	3:08 PM
Orbit_Time_[ms]:	5
Orbit Radius [V]: 	0.0150
Tracking_Treshold_[Hz]:	   3000
Delay_Orbits: 	  1
Number of Particles:	1
Long_Range:	1
Long Range_Treshold_[V]:	0.5780
Data:	
|X Pos [V]|	|Y Pos [V]|	|Z Pos [V]|	|Step #|	|Calc Time [ms]|	|Int 1 [Hz]|	|Int 2 [Hz]|	|Camera Frame|	|Tracking Active|	|Long Range X|	|Long Range Y|
-0.31561	-0.37464	-0.00684	1.00000	1022.00000	44000.00000	31200.00000	1.00000	1.00000	0.00000	0.00000
-0.31449	-0.37546	-0.01172	2.00000	974.00000	38200.00000	29800.00000	1.00000	1.00000	0.00000	0.00000
-0.31346	-0.37617	-0.01758	3.00000	953.00000	32000.00000	23800.00000	1.00000	1.00000	0.00000	0.00000
-0.31238	-0.37715	-0.02686	4.00000	951.00000	36400.00000	22800.00000	1.00000	1.00000	0.00000	0.00000
-0.31152	-0.37834	-0.03247	5.00000	955.00000	35600.00000	26800.00000	1.00000	1.00000	0.00000	0.00000
-0.31017	-0.37923	-0.03662	6.00000	955.00000	32800.00000	26600.00000	1.00000	1.00000	0.00000	0.00000
-0.30904	-0.38004	-0.04150	7.00000	950.00000	31000.00000	24200.00000	1.00000	1.00000	0.00000	0.00000
-0.30807	-0.38092	-0.04688	8.00000	950.00000	29600.00000	22600.00000	1.00000	1.00000	0.00000	0.00000
-0.30699	-0.38181	-0.04260	9.00000	1256.00000	25600.00000	31600.00000	1.00000	1.00000	0.00000	0.00000
-0.30588	-0.38307	-0.05127	10.00000	967.00000	31800.00000	20600.00000	1.00000	1.00000	0.00000	0.00000
-0.30441	-0.38417	-0.05176	11.00000	966.00000	28400.00000	27600.00000	1.00000	1.00000	0.00000	0.00000
-0.30328	-0.38521	-0.06030	12.00000	952.00000	31600.00000	20600.00000	1.00000	1.00000	0.00000	0.00000
-0.30225	-0.38635	-0.06567	13.00000	957.00000	27800.00000	21200.00000	1.00000	1.00000	0.00000	0.00000
-0.30107	-0.38709	-0.07153	14.00000	950.00000	30600.00000	22800.00000	1.00000	1.00000	0.00000	0.00000
-0.29984	-0.38788	-0.07495	15.00000	979.00000	25000.00000	21000.00000	1.00000	1.00000	0.00000	0.00000
-0.29858	-0.38921	-0.08435	16.00000	983.00000	30200.00000	18800.00000	1.00000	1.00000	0.00000	0.00000
-0.29704	-0.39020	-0.08545	17.00000	951.00000	21000.00000	19800.00000	1.00000	1.00000	0.00000	0.00000
-0.29744	-0.39052	-0.09070	18.00000	965.00000	23200.00000	17800.00000	1.00000	1.00000	0.00000	0.00000
-0.29853	-0.39063	-0.08899	19.00000	3120.00000	13600.00000	14800.00000	1.00000	1.00000	0.00000	0.00000
-0.29929	-0.39019	-0.07654	20.00000	5768.00000	9600.00000	17800.00000	2.00000	1.00000	0.00000	0.00000
-0.29956	-0.38994	-0.07141	21.00000	5754.00000	11800.00000	15200.00000	2.00000	1.00000	0.00000	0.00000
-0.30021	-0.38980	-0.06104	22.00000	5767.00000	9800.00000	16400.00000	2.00000	1.00000	0.00000	0.00000
-0.30090	-0.38956	-0.04761	23.00000	5768.00000	12400.00000	24200.00000	2.00000	1.00000	0.00000	0.00000
-0.30185	-0.38918	-0.03552	24.00000	5779.00000	12400.00000	22600.00000	2.00000	1.00000	0.00000	0.00000
-0.30302	-0.38856	-0.02893	25.00000	5727.00000	17200.00000	23800.00000	2.00000	1.00000	0.00000	0.00000
-0.30447	-0.38835	-0.02588	26.00000	5762.00000	18800.00000	21800.00000	2.00000	1.00000	0.00000	0.00000
-0.30574	-0.38803	-0.01819	27.00000	5773.00000	19400.00000	28400.00000	2.00000	1.00000	0.00000	0.00000
-0.30639	-0.38791	-0.01245	28.00000	5759.00000	21400.00000	28400.00000	2.00000	1.00000	0.00000	0.00000
-0.30712	-0.38787	-0.01245	29.00000	5767.00000	23800.00000	23800.00000	2.00000	1.00000	0.00000	0.00000
-0.30760	-0.38807	-0.01404	30.00000	5761.00000	25400.00000	23400.00000	2.00000	1.00000	0.00000	0.00000
-0.30840	-0.38812	-0.01697	31.00000	5776.00000	24400.00000	21000.00000	2.00000	1.00000	0.00000	0.00000
-0.30921	-0.38862	-0.01843	32.00000	5766.00000	27000.00000	25000.00000	2.00000	1.00000	0.00000	0.00000
-0.31000	-0.38876	-0.02075	33.00000	5750.00000	26800.00000	23800.00000	2.00000	1.00000	0.00000	0.00000
-0.31052	-0.38876	-0.02795	34.00000	5738.00000	28400.00000	19800.00000	2.00000	1.00000	0.00000	0.00000
-0.31073	-0.38880	-0.02539	35.00000	5926.00000	23000.00000	26000.00000	2.00000	1.00000	0.00000	0.00000
-0.31117	-0.38884	-0.02222	36.00000	5984.00000	22800.00000	26600.00000	2.00000	1.00000	0.00000	0.00000
-0.31164	-0.38904	-0.02197	37.00000	6029.00000	24800.00000	25000.00000	2.00000	1.00000	0.00000	0.00000
-0.31191	-0.38929	-0.01392	38.00000	6142.00000	17200.00000	25600.00000	2.00000	1.00000	0.00000	0.00000
-0.31224	-0.39011	-0.01208	39.00000	5777.00000	23600.00000	25800.00000	2.00000	1.00000	0.00000	0.00000
-0.31246	-0.39016	-0.01660	40.00000	5795.00000	25200.00000	20000.00000	2.00000	1.00000	0.00000	0.00000
-0.31269	-0.39078	-0.01453	41.00000	5783.00000	22800.00000	25200.00000	2.00000	1.00000	0.00000	0.00000
